"id","nome_interno","nome_paciente","modalidade","regiao","contraste","lado","detalhe","convenio","exibir","revisar"
"739","TC BACIA","TC Bacia / Pelve","TC","Bacia / Pelve","NAO_INFORMADO","","","","SIM","contraste não informado no nome"
"740","TC BACIA COM CONTRASTE | TC PELVE COM CONTRASTE | TC PELVE OU BACIA C/C IONICO | TC PELVE OU BACIA C/C NAO IONICO","TC Bacia / Pelve","TC","Bacia / Pelve","COM","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: TC BACIA COM CONTRASTE; TC PELVE COM CONTRASTE; TC PELVE OU BACIA C/C IONICO; TC PELVE OU BACIA C/C NAO IONICO"
"741","TC PELVE OU BACIA S/ CONTRASTE","TC Bacia / Pelve","TC","Bacia / Pelve","SEM","","","","SIM",""
"742","TC BRAÇO DIREITO (SEG. APENDICULAR)","TC Braço","TC","Braço","NAO_INFORMADO","DIREITO","","","SIM","contraste não informado no nome"
"743","TC BRAÇO DIREITO COM CONTRASTE (SEG. APENDICULAR)","TC Braço","TC","Braço","COM","DIREITO","","","SIM",""
"744","TC BRAÇO ESQUERDO (SEG. APENDICULAR)","TC Braço","TC","Braço","NAO_INFORMADO","ESQUERDO","","","SIM","contraste não informado no nome"
"745","TC BRAÇO ESQUERDO COM CONTRASTE (SEG. APENDICULAR)","TC Braço","TC","Braço","COM","ESQUERDO","","","SIM",""
"746","TC ART. MEMBROS SUPERIORES C/C NAO IONICO | TC ART. MEMBROS SUPERIORES C/C IONICO","TC Braço (Membro Superior)","TC","Braço (Membro Superior)","COM","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: TC ART. MEMBROS SUPERIORES C/C NAO IONICO; TC ART. MEMBROS SUPERIORES C/C IONICO"
"747","TC ART. MEMBROS SUPERIORES S/ CONTRASTE","TC Braço (Membro Superior)","TC","Braço (Membro Superior)","SEM","","","","SIM",""
"748","TC CC CD OU LOMBAR 1 SEG CC NAO IONICO | TC CC CD OU LOMBAR 1 SEG CC IONICO","TC Coluna","TC","Coluna","COM","","1 segmento","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: TC CC CD OU LOMBAR 1 SEG CC NAO IONICO; TC CC CD OU LOMBAR 1 SEG CC IONICO"
"749","TC CC CD OU LOMBAR 1 SEG S CONTRASTE","TC Coluna","TC","Coluna","SEM","","1 segmento","","SIM",""
"750","TC CC CD OU LOMBAR ATE 3 SEG CC IONICO | TC CC CD OU LOMBAR ATE 3 SEG CC NAO IONICO","TC Coluna","TC","Coluna","COM","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: TC CC CD OU LOMBAR ATE 3 SEG CC IONICO; TC CC CD OU LOMBAR ATE 3 SEG CC NAO IONICO"
"751","TC CC CD OU LOMBAR ATE 3 SEG S CONTRASTE","TC Coluna","TC","Coluna","SEM","","","","SIM",""
"752","TC SEGMENTO ADICIONAL COLUNA | TC COLUNA - SEGMENTO ADICIONAL | TC COLUNA  SEGMENTO ADICIONAL","TC Coluna","TC","Coluna","NAO_INFORMADO","","","","SIM","contraste não informado no nome; múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: TC SEGMENTO ADICIONAL COLUNA; TC COLUNA - SEGMENTO ADICIONAL; TC COLUNA  SEGMENTO ADICIONAL"
"753","TOMOMIELOGRAFIA ATE 3 SEG","TC Coluna (Mielografia)","TC","Coluna (Mielografia)","NAO_INFORMADO","","","","SIM","contraste não informado no nome"
"754","TC COLUNA CERVICAL","TC Coluna Cervical","TC","Coluna Cervical","NAO_INFORMADO","","","","SIM","contraste não informado no nome"
"755","TC COLUNA CERVICAL COM CONTRASTE | TC COLUNA CERVICAL C/C IONICO | TC COLUNA CERVICAL C/C NAO IONICO","TC Coluna Cervical","TC","Coluna Cervical","COM","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: TC COLUNA CERVICAL COM CONTRASTE; TC COLUNA CERVICAL C/C IONICO; TC COLUNA CERVICAL C/C NAO IONICO"
"756","TC COLUNA CERVICAL S/ CONTRASTE","TC Coluna Cervical","TC","Coluna Cervical","SEM","","","","SIM",""
"757","TC COLUNA LOMBAR (LOMBOSSACRA/SACROCOCCIX)","TC Coluna Lombar","TC","Coluna Lombar","NAO_INFORMADO","","","","SIM","contraste não informado no nome"
"758","TC COLUNA LOMBAR COM CONTRASTE (LOMBOSSACRA/SACROCOCCIX) | TC COLUNA LOMBAR C/C IONICO | TC COLUNA LOMBAR C/C NAO IONICO","TC Coluna Lombar","TC","Coluna Lombar","COM","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: TC COLUNA LOMBAR COM CONTRASTE (LOMBOSSACRA/SACROCOCCIX); TC COLUNA LOMBAR C/C IONICO; TC COLUNA LOMBAR C/C NAO IONICO"
"759","TC COLUNA LOMBAR S/ CONTRASTE","TC Coluna Lombar","TC","Coluna Lombar","SEM","","","","SIM",""
"760","TC COLUNA DORSAL","TC Coluna Torácica","TC","Coluna Torácica","NAO_INFORMADO","","","","SIM","contraste não informado no nome"
"761","TC COLUNA TORACICA C/C NÃO IONICO | TC COLUNA DORSAL COM CONTRASTE | TC COLUNA TORACICA C/C IONICO","TC Coluna Torácica","TC","Coluna Torácica","COM","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: TC COLUNA TORACICA C/C NÃO IONICO; TC COLUNA DORSAL COM CONTRASTE; TC COLUNA TORACICA C/C IONICO"
"762","TC COLUNA TORACICA S/ CONTRASTE","TC Coluna Torácica","TC","Coluna Torácica","SEM","","","","SIM",""
"763","TC CORACAO - ESCORE CALCIO C/ C NAO IONICO","TC Coração","TC","Coração","COM","","","","SIM",""
"764","TC CORACAO - ESCORE DE CALCIO","TC Coração","TC","Coração","NAO_INFORMADO","","","","SIM","contraste não informado no nome"
"765","TC COTOVELO DIREITO COM CONTRASTE - (ARTICULAÇAO)","TC Cotovelo","TC","Cotovelo","COM","DIREITO","","","SIM",""
"766","TC COTOVELO DIREITO- (ARTICULAÇAO)","TC Cotovelo","TC","Cotovelo","NAO_INFORMADO","DIREITO","","","SIM","contraste não informado no nome"
"767","TC COTOVELO ESQUERDO - (ARTICULAÇAO)","TC Cotovelo","TC","Cotovelo","NAO_INFORMADO","ESQUERDO","","","SIM","contraste não informado no nome"
"768","TC COTOVELO ESQUERDO COM CONTRASTE - (ARTICULAÇAO)","TC Cotovelo","TC","Cotovelo","COM","ESQUERDO","","","SIM",""
"769","TC COXA DIREITA (FEMUR) (SEG. APENDICULAR)","TC Coxa","TC","Coxa","NAO_INFORMADO","DIREITO","","","SIM","contraste não informado no nome"
"770","TC COXA DIREITA (FEMUR) COM CONTRASTE (SEG. APENDICULAR)","TC Coxa","TC","Coxa","COM","DIREITO","","","SIM",""
"771","TC COXA ESQUERDA (FEMUR) (SEG. APENDICULAR)","TC Coxa","TC","Coxa","NAO_INFORMADO","ESQUERDO","","","SIM","contraste não informado no nome"
"772","TC COXA ESQUERDA (FEMUR) COM CONTRASTE (SEG. APENDICULAR)","TC Coxa","TC","Coxa","COM","ESQUERDO","","","SIM",""
"773","TC CRANIO C VOLUMETRIA HIPOCAMPAL | TC CRANIO RECURSO | TC CRANIO (ENCEFALO)","TC Crânio","TC","Crânio","NAO_INFORMADO","","","","SIM","contraste não informado no nome; múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: TC CRANIO C VOLUMETRIA HIPOCAMPAL; TC CRANIO RECURSO; TC CRANIO (ENCEFALO)"
"774","TC CRANIO COM CONTRASTE (ENCEFALO) | TC CRANIO, ORBITAS OU SELA TURCICA CC NAO IONICO | TC CRANIO, ORBITAS OU SELA TURCICA CC IONICO","TC Crânio","TC","Crânio","COM","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: TC CRANIO COM CONTRASTE (ENCEFALO); TC CRANIO, ORBITAS OU SELA TURCICA CC NAO IONICO; TC CRANIO, ORBITAS OU SELA TURCICA CC IONICO"
"775","TC CRANIO, ORBITAS OU SELA TURCICA S CONTRASTE","TC Crânio","TC","Crânio","SEM","","","","SIM",""
"776","TC DINAMICA C/C IONICO | TC DINAMICA C/C NAO IONICO","TC Dinâmica","TC","Dinâmica","COM","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: TC DINAMICA C/C IONICO; TC DINAMICA C/C NAO IONICO"
"777","TC DINAMICA S/ CONTRASTE","TC Dinâmica","TC","Dinâmica","SEM","","","","SIM",""
"778","TC ESTERNOCLAVICULAR - (ARTICULACAO)","TC Esternoclavicular","TC","Esternoclavicular","NAO_INFORMADO","","","","SIM","contraste não informado no nome"
"779","TC ESTERNOCLAVICULAR COM CONTRASTE - (ARTICULAÇAO)","TC Esternoclavicular","TC","Esternoclavicular","COM","","","","SIM",""
"780","TC FACE COM CONTRASTE | TC SEIOS DA FACE COM CONTRASTE | TC FACE SEIOS DA  FACE CC NÃO IONICO | TC FACE SEIOS DA  FACE CC IONICO","TC Face / Seios da Face","TC","Face / Seios da Face","COM","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: TC FACE COM CONTRASTE; TC SEIOS DA FACE COM CONTRASTE; TC FACE SEIOS DA  FACE CC NÃO IONICO; TC FACE SEIOS DA  FACE CC IONICO"
"781","TC FACE SEIOS DA  FACE S CONTRASTE","TC Face / Seios da Face","TC","Face / Seios da Face","SEM","","","","SIM",""
"782","TC FACE | TC SEIOS DA FACE | TOMO CONE BEAM FACE | TOMO FACE","TC Face / Seios da Face","TC","Face / Seios da Face","NAO_INFORMADO","","","","SIM","contraste não informado no nome; múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: TC FACE; TC SEIOS DA FACE; TOMO CONE BEAM FACE; TOMO FACE"
"783","ENTEROTOMOGRAFIA C/C IONICO | ENTEROTOMOGRAFIA C/C NÃO IONICO | TC ENTERO (INTESTINO) COM CONTRASTE","TC Intestino (Entero)","TC","Intestino (Entero)","COM","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: ENTEROTOMOGRAFIA C/C IONICO; ENTEROTOMOGRAFIA C/C NÃO IONICO; TC ENTERO (INTESTINO) COM CONTRASTE"
"784","TC JOELHO COM PROTOCOLO DE LYON","TC Joelho","TC","Joelho","NAO_INFORMADO","","","","SIM","contraste não informado no nome"
"785","TC JOELHO COM PROTOCOLO DE LYON C/CONTRASTE","TC Joelho","TC","Joelho","COM","","","","SIM",""
"786","TC JOELHO DIREITO (ARTICULAÇAO)","TC Joelho","TC","Joelho","NAO_INFORMADO","DIREITO","","","SIM","contraste não informado no nome"
"787","TC JOELHO DIREITO COM CONTRASTE - (ARTICULAÇAO)","TC Joelho","TC","Joelho","COM","DIREITO","","","SIM",""
"788","TC JOELHO ESQUERDO (ARTICULAÇAO)","TC Joelho","TC","Joelho","NAO_INFORMADO","ESQUERDO","","","SIM","contraste não informado no nome"
"789","TC JOELHO ESQUERDO COM CONTRASTE - (ARTICULAÇAO)","TC Joelho","TC","Joelho","COM","ESQUERDO","","","SIM",""
"790","TC SEGM. APENDICULARES C/C IONICO | TC SEGM. APENDICULARES C/C NAO IONICO","TC Membros (Braço ou Perna)","TC","Membros (Braço ou Perna)","COM","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: TC SEGM. APENDICULARES C/C IONICO; TC SEGM. APENDICULARES C/C NAO IONICO"
"791","TC SEGM. APENDICULARES S/ CONTRASTE","TC Membros (Braço ou Perna)","TC","Membros (Braço ou Perna)","SEM","","","","SIM",""
"792","TC ESCANOMETRIA DIGITAL","TC Membros Inferiores (Escanometria)","TC","Membros Inferiores (Escanometria)","NAO_INFORMADO","","","","SIM","contraste não informado no nome"
"793","TC MAO DIREITA (SEG. APENDICULAR)","TC Mão","TC","Mão","NAO_INFORMADO","DIREITO","","","SIM","contraste não informado no nome"
"794","TC MAO DIREITA COM CONTRASTE (SEG. APENDICULAR)","TC Mão","TC","Mão","COM","DIREITO","","","SIM",""
"795","TC MAO ESQUERDA (SEG. APENDICULAR)","TC Mão","TC","Mão","NAO_INFORMADO","ESQUERDO","","","SIM","contraste não informado no nome"
"796","TC MAO ESQUERDA COM CONTRASTE (SEG. APENDICULAR)","TC Mão","TC","Mão","COM","ESQUERDO","","","SIM",""
"797","TC MANDIBULA C/C N IONICO | TC MAXILA CC NAO IONICO | TC MANDIBULA COM CONTRASTE","TC Odontológica","TC","Odontológica","COM","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: TC MANDIBULA C/C N IONICO; TC MAXILA CC NAO IONICO; TC MANDIBULA COM CONTRASTE"
"798","TC MANDIBULA S CONTRASTE","TC Odontológica","TC","Odontológica","SEM","","","","SIM",""
"799","TOMO CONE BEAM UNITARIA (ATE 4 ELEMENTOS) | TOMOGRAFIA CONE BEAM ATÉ 2 DENTES | TOMO CONE BEAM DUAS ARCADAS | TOMO CONE BEAM MANDIBULA OU MAXILA | TOMO ELEMENTO | TOMO MANDIBULA | TOMOGRAFIA CONE BEAM POR FEIXE CONICO | TOMO MAXILA | TC MAXILA | TC MANDIBULA","TC Odontológica","TC","Odontológica","NAO_INFORMADO","","","","SIM","contraste não informado no nome; múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: TOMO CONE BEAM UNITARIA (ATE 4 ELEMENTOS); TOMOGRAFIA CONE BEAM ATÉ 2 DENTES; TOMO CONE BEAM DUAS ARCADAS; TOMO CONE BEAM MANDIBULA OU MAXILA; TOMO ELEMENTO; TOMO MANDIBULA; TOMOGRAFIA CONE BEAM POR FEIXE CONICO; TOMO MAXILA; TC MAXILA; TC MANDIBULA"
"800","TC OMBRO DIREITO (ARTICULAÇAO)","TC Ombro","TC","Ombro","NAO_INFORMADO","DIREITO","","","SIM","contraste não informado no nome"
"801","TC OMBRO DIREITO COM CONTRASTE - (ARTICULAÇAO)","TC Ombro","TC","Ombro","COM","DIREITO","","","SIM",""
"802","TC OMBRO ESQUERDO (ARTICULAÇAO)","TC Ombro","TC","Ombro","NAO_INFORMADO","ESQUERDO","","","SIM","contraste não informado no nome"
"803","TC OMBRO ESQUERDO COM CONTRASTE - (ARTICULAÇAO)","TC Ombro","TC","Ombro","COM","ESQUERDO","","","SIM",""
"804","TC CAI - (OUVIDOS / MASTÓIDES / ROCHEDOS)","TC Ouvidos (Ossos Temporais)","TC","Ouvidos (Ossos Temporais)","NAO_INFORMADO","","","","SIM","contraste não informado no nome"
"805","TC CAI COM CONTRASTE - (OUVIDOS / MASTÓIDES / ROCHEDOS) | TC MASTOIDES OU OUVIDOS CC NAO IONICO | TC MASTOIDES OU OUVIDOS CC IONICO","TC Ouvidos (Ossos Temporais)","TC","Ouvidos (Ossos Temporais)","COM","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: TC CAI COM CONTRASTE - (OUVIDOS / MASTÓIDES / ROCHEDOS); TC MASTOIDES OU OUVIDOS CC NAO IONICO; TC MASTOIDES OU OUVIDOS CC IONICO"
"806","TC MASTOIDES OU ORELHAS BILATERAL","TC Ouvidos (Ossos Temporais)","TC","Ouvidos (Ossos Temporais)","NAO_INFORMADO","BILATERAL","","","SIM","contraste não informado no nome"
"807","TC MASTOIDES OU ORELHAS BILATERAL COM CONTRASTE","TC Ouvidos (Ossos Temporais)","TC","Ouvidos (Ossos Temporais)","COM","BILATERAL","","","SIM",""
"808","TC MASTOIDES OU OUVIDOS S CONTRASTE","TC Ouvidos (Ossos Temporais)","TC","Ouvidos (Ossos Temporais)","SEM","","","","SIM",""
"809","TC PERNA DIREITA (SEG. APENDICULAR)","TC Perna","TC","Perna","NAO_INFORMADO","DIREITO","","","SIM","contraste não informado no nome"
"810","TC PERNA DIREITA COM CONTRASTE - (SEG. APENDICULAR)","TC Perna","TC","Perna","COM","DIREITO","","","SIM",""
"811","TC PERNA ESQUERDA (SEG. APENDICULAR)","TC Perna","TC","Perna","NAO_INFORMADO","ESQUERDO","","","SIM","contraste não informado no nome"
"812","TC PERNA ESQUERDA COM CONTRASTE - (SEG. APENDICULAR)","TC Perna","TC","Perna","COM","ESQUERDO","","","SIM",""
"813","TC ART. MEMBROS INFERIORES C/C IONICO | TC ART. MEMBROS INFERIORES C/C NAO IONICO","TC Perna (Membro Inferior)","TC","Perna (Membro Inferior)","COM","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: TC ART. MEMBROS INFERIORES C/C IONICO; TC ART. MEMBROS INFERIORES C/C NAO IONICO"
"814","TC ART. MEMBROS INFERIORES S/ CONTRASTE","TC Perna (Membro Inferior)","TC","Perna (Membro Inferior)","SEM","","","","SIM",""
"815","TC PESCOCO (PARTES MOLES) C/C IONICO | TC PESCOÇO COM CONTRASTE (NASO,LARIN,TIRE,TRAQ,RINO,PARAT) | TC PESCOCO (PARTES MOLES) C/C NAO IONICO","TC Pescoço","TC","Pescoço","COM","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: TC PESCOCO (PARTES MOLES) C/C IONICO; TC PESCOÇO COM CONTRASTE (NASO,LARIN,TIRE,TRAQ,RINO,PARAT); TC PESCOCO (PARTES MOLES) C/C NAO IONICO"
"816","TC PESCOCO (PARTES MOLES) S/ CONTRASTE","TC Pescoço","TC","Pescoço","SEM","","","","SIM",""
"817","TC PESCOÇO (NASO,LARIN,TIRE,TRAQ,RINO,PARAT)","TC Pescoço","TC","Pescoço","NAO_INFORMADO","","","","SIM","contraste não informado no nome"
"818","TC PUNHO DIREITO (ARTICULAÇAO)","TC Punho","TC","Punho","NAO_INFORMADO","DIREITO","","","SIM","contraste não informado no nome"
"819","TC PUNHO DIREITO COM CONTRASTE - (ARTICULAÇAO)","TC Punho","TC","Punho","COM","DIREITO","","","SIM",""
"820","TC PUNHO ESQUERDO (ARTICULAÇAO)","TC Punho","TC","Punho","NAO_INFORMADO","ESQUERDO","","","SIM","contraste não informado no nome"
"821","TC PUNHO ESQUERDO COM CONTRASTE - (ARTICULAÇAO)","TC Punho","TC","Punho","COM","ESQUERDO","","","SIM",""
"822","TC PE DIREITO (SEG. APENDICULAR)","TC Pé","TC","Pé","NAO_INFORMADO","DIREITO","","","SIM","contraste não informado no nome"
"823","TC PE DIREITO COM CONTRASTE - (SEG. APENDICULAR)","TC Pé","TC","Pé","COM","DIREITO","","","SIM",""
"824","TC PE ESQUERDO (SEG. APENDICULAR)","TC Pé","TC","Pé","NAO_INFORMADO","ESQUERDO","","","SIM","contraste não informado no nome"
"825","TC PE ESQUERDO COM CONTRASTE - (SEG. APENDICULAR)","TC Pé","TC","Pé","COM","ESQUERDO","","","SIM",""
"826","TC PELVE (PUBIS/SINFISE PUBICA)","TC Púbis","TC","Púbis","NAO_INFORMADO","","","","SIM","contraste não informado no nome"
"827","TC COXOFEMORAL DIREITO (QUADRIL) (ARTICULAÇAO)","TC Quadril","TC","Quadril","NAO_INFORMADO","DIREITO","","","SIM","contraste não informado no nome"
"828","TC COXOFEMORAL DIREITO COM CONTRASTE (QUADRIL) - (ARTICULAÇAO)","TC Quadril","TC","Quadril","COM","DIREITO","","","SIM",""
"829","TC COXOFEMORAL ESQUERDA (QUADRIL) (ARTICULAÇAO)","TC Quadril","TC","Quadril","NAO_INFORMADO","ESQUERDO","","","SIM","contraste não informado no nome"
"830","TC COXOFEMORAL ESQUERDA COM CONTRASTE (QUADRIL) - (ARTICULAÇAO)","TC Quadril","TC","Quadril","COM","ESQUERDO","","","SIM",""
"831","TC SACROCOCCIX","TC Sacro e Cóccix","TC","Sacro e Cóccix","NAO_INFORMADO","","","","SIM","contraste não informado no nome"
"832","TC SACROILIACA BILATERAL (ARTICULAÇÃO)","TC Sacro e Cóccix","TC","Sacro e Cóccix","NAO_INFORMADO","BILATERAL","","","SIM","contraste não informado no nome"
"833","TC SACROILIACA BILATERAL COM CONTRASTE (ARTICULAÇÃO )","TC Sacro e Cóccix","TC","Sacro e Cóccix","COM","BILATERAL","","","SIM",""
"834","TC SELA TURCICA","TC Sela Túrcica","TC","Sela Túrcica","NAO_INFORMADO","","","","SIM","contraste não informado no nome"
"835","TC SELA TURCICA COM CONTRASTE | TC SELA TURCICA C/C IONICO | TC SELA TURCICA C/C NAO IONICO","TC Sela Túrcica","TC","Sela Túrcica","COM","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: TC SELA TURCICA COM CONTRASTE; TC SELA TURCICA C/C IONICO; TC SELA TURCICA C/C NAO IONICO"
"836","TC SELA TURCICA S/ CONTRASTE","TC Sela Túrcica","TC","Sela Túrcica","SEM","","","","SIM",""
"837","TC TORNOZELO DIREITO (ARTICULAÇAO)","TC Tornozelo","TC","Tornozelo","NAO_INFORMADO","DIREITO","","","SIM","contraste não informado no nome"
"838","TC TORNOZELO DIREITO COM CONTRASTE (ARTICULAÇAO)","TC Tornozelo","TC","Tornozelo","COM","DIREITO","","","SIM",""
"839","TC TORNOZELO ESQUERDO (ARTICULAÇAO)","TC Tornozelo","TC","Tornozelo","NAO_INFORMADO","ESQUERDO","","","SIM","contraste não informado no nome"
"840","TC TORNOZELO ESQUERDO COM CONTRASTE (ARTICULAÇAO)","TC Tornozelo","TC","Tornozelo","COM","ESQUERDO","","","SIM",""
"841","TC TORAX (ESTERNO) | TC TORAX + ESCORE CALCIO","TC Tórax","TC","Tórax","NAO_INFORMADO","","","","SIM","contraste não informado no nome; múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: TC TORAX (ESTERNO); TC TORAX + ESCORE CALCIO"
"842","TC TORAX COM CONTRASTE (ESTERNO) | TC TORAX CC IONICO | TC TORAX CC NAO IONICO","TC Tórax","TC","Tórax","COM","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: TC TORAX COM CONTRASTE (ESTERNO); TC TORAX CC IONICO; TC TORAX CC NAO IONICO"
"843","TC TORAX S CONTRASTE","TC Tórax","TC","Tórax","SEM","","","","SIM",""
"844","TC ORBITA BILATERAL","TC Órbitas / Olhos","TC","Órbitas / Olhos","NAO_INFORMADO","BILATERAL","","","SIM","contraste não informado no nome"
"845","TC ORBITA BILATERAL COM CONTRASTE","TC Órbitas / Olhos","TC","Órbitas / Olhos","COM","BILATERAL","","","SIM",""
"846","ACOMPANHAMENTO ANESTESICO","","INTERNO","","","","","","NAO",""
"847","CONTROLE SEMESTRAL SALUTE","","INTERNO","","","","","","NAO",""
"848","DISCREPANCIA DE MODELO","","INTERNO","","","","","","NAO",""
"849","FLUXO LIQUORICO (COMPLEMENTO)","","INTERNO","","","","","","NAO",""
"850","FOTO SALUTE (8 FOTOS)","","INTERNO","","","","","","NAO",""
"851","FOTOS (CADA)","","INTERNO","","","","","","NAO",""
"852","INCIDENCIA ADICIONAL","","INTERNO","","","","","","NAO",""
"853","INCIDENCIA ADICIONAL CRANIO OU FACE","","INTERNO","Crânio","","","","","NAO",""
"854","INCIDENCIA ADICIONAL DE COLUNA","","INTERNO","Coluna","","","","","NAO",""
"855","INCIDENCIA ADICIONAL MAO","","INTERNO","Mão","","","","","NAO",""
"856","INCIDENCIA ADICIONAL MEMBRO INFERIOR","","INTERNO","Perna (Membro Inferior)","","","","","NAO",""
"857","INCIDENCIA ADICIONAL MEMBRO SUPERIOR","","INTERNO","Braço (Membro Superior)","","","","","NAO",""
"858","INCIDENCIA ADICIONAL PE/TORNOZELO","","INTERNO","Tornozelo","","","","","NAO",""
"859","MODELOS DE ESTUDO OU TRABALHO","","INTERNO","","","","","","NAO",""
"860","PERSONALIZADO 1","","INTERNO","","","","","","NAO",""
"861","PERSONALIZADO 2","","INTERNO","","","","","","NAO",""
"862","TAXA DE SALA - 1H","","INTERNO","","","","","","NAO",""
"863","TESTE DE TEMPO","","INTERNO","","","","","","NAO",""
"864","Z*ECO OBSTETRICA GEMELAR 3D/4D 2º FETO","","INTERNO","Obstétrica (Gestação)","","","3D/4D, gemelar","","NAO",""
"865","Z*RX PATELA ESQUERDA (3) - (JOELHO/ROTULA - AP/P/AXIAL)","","INTERNO","Joelho","","ESQUERDO","","","NAO",""
"866","INCIDENCIA ADICIONAL - MAMOGRAFIA","Mamografia","MAMOGRAFIA","","","","","","NAO",""
"867","LEVANTAMENTO RADIOGRÁFICO","Odontologia: Levantamento Radiográfico","ODONTOLOGIA","Odontológica","","","","","NAO",""
"868","RM FLUXO LIQUORICO (INCLUIR EXAME BASE)","","RM","","NAO_INFORMADO","","","","NAO",""
"869","RM RECONSTRUCAO TRIDIMENCIONAL - ACESC. EXAME BASE","","RM","","NAO_INFORMADO","","","","NAO",""
"870","RM SEQUENCIA PARA FUSÃO","","RM","","NAO_INFORMADO","","","","NAO",""
"871","RM CRANIO COM FLUXO LIQUORICO","RM Crânio","RM","Crânio","NAO_INFORMADO","","","","NAO",""
"872","RX BACIA (INC ADICIONAL)","RX Bacia / Pelve","RX","Bacia / Pelve","","","","","NAO",""
"873","RX INCIDENCIA ADICIONAL DE COLUNA","RX Coluna","RX","Coluna","","","","","NAO",""
"874","RX COLUNA CERVICAL (INC ADICIONAL)","RX Coluna Cervical","RX","Coluna Cervical","","","","","NAO",""
"875","RX COLUNA LOMBAR (INC ADICIONAL)","RX Coluna Lombar","RX","Coluna Lombar","","","","","NAO",""
"876","RX COLUNA DORSAL (INC ADICIONAL)","RX Coluna Torácica","RX","Coluna Torácica","","","","","NAO",""
"877","RX ARCOS COSTAIS (INC ADICIONAL)","RX Costelas","RX","Costelas","","","","","NAO",""
